Filename : /home/kelsey/simulations/simdat/simrec/mu-_gaps_triggerlevel1_FTFP_BERT_HP_1721258929_rec.root
Beta Cut : 0.800000
Total Entries : 940827
Layer 	 Row 	 Mod 	 Det 	 Strip 	 MPV 	 Sigma 	 NEntries
0 	 0 	 0 	 0 	 0.700353 	 0.045975 	 42 
0 	 0 	 0 	 1 	 0.706608 	 0.078685 	 50 
0 	 0 	 0 	 2 	 0.716017 	 0.046356 	 41 
0 	 0 	 0 	 3 	 0.690655 	 0.086146 	 62 
0 	 0 	 0 	 4 	 0.733895 	 0.051525 	 45 
0 	 0 	 0 	 5 	 0.702952 	 0.078376 	 47 
0 	 0 	 0 	 6 	 0.707601 	 0.074723 	 53 
0 	 0 	 0 	 7 	 0.709948 	 0.094164 	 48 
0 	 0 	 0 	 8 	 0.688370 	 0.073531 	 50 
0 	 0 	 0 	 9 	 0.678786 	 0.066335 	 67 
0 	 0 	 0 	 10 	 0.725492 	 0.101236 	 57 
0 	 0 	 0 	 11 	 0.757991 	 0.019828 	 57 
0 	 0 	 0 	 12 	 0.786486 	 0.108446 	 38 
0 	 0 	 0 	 13 	 0.717054 	 0.082763 	 50 
0 	 0 	 0 	 14 	 0.709967 	 0.085515 	 49 
0 	 0 	 0 	 15 	 0.718779 	 0.049644 	 52 
0 	 0 	 0 	 16 	 0.714825 	 0.075306 	 50 
0 	 0 	 0 	 17 	 0.713237 	 0.099697 	 52 
0 	 0 	 0 	 18 	 0.744510 	 0.057244 	 50 
0 	 0 	 0 	 19 	 0.736271 	 0.061716 	 56 
0 	 0 	 0 	 20 	 0.657734 	 0.072737 	 55 
0 	 0 	 0 	 21 	 0.743701 	 0.091823 	 43 
0 	 0 	 0 	 22 	 0.712243 	 0.091395 	 33 
0 	 0 	 0 	 23 	 0.692725 	 0.075439 	 43 
0 	 0 	 0 	 24 	 0.722669 	 0.051680 	 56 
0 	 0 	 0 	 25 	 0.729281 	 0.055798 	 57 
0 	 0 	 0 	 26 	 0.651821 	 0.080492 	 46 
0 	 0 	 0 	 27 	 0.744449 	 0.056027 	 51 
0 	 0 	 0 	 28 	 0.710514 	 0.079161 	 59 
0 	 0 	 0 	 29 	 0.724290 	 0.172610 	 32 
0 	 0 	 0 	 30 	 0.725384 	 0.057334 	 45 
0 	 0 	 0 	 31 	 0.689207 	 0.081264 	 48 
0 	 0 	 1 	 0 	 0.721184 	 0.097832 	 50 
0 	 0 	 1 	 1 	 0.728635 	 0.089012 	 57 
0 	 0 	 1 	 2 	 0.708462 	 0.080210 	 58 
0 	 0 	 1 	 3 	 0.757554 	 0.071784 	 54 
0 	 0 	 1 	 4 	 0.719859 	 0.093047 	 49 
0 	 0 	 1 	 5 	 0.730830 	 0.052594 	 47 
0 	 0 	 1 	 6 	 0.736082 	 0.062302 	 56 
0 	 0 	 1 	 7 	 0.733833 	 0.082800 	 43 
0 	 0 	 1 	 8 	 0.676296 	 0.060773 	 56 
0 	 0 	 1 	 9 	 0.705341 	 0.084533 	 47 
0 	 0 	 1 	 10 	 0.741961 	 0.087004 	 58 
0 	 0 	 1 	 11 	 0.684515 	 0.077118 	 52 
0 	 0 	 1 	 12 	 0.727458 	 0.084523 	 48 
0 	 0 	 1 	 13 	 0.701799 	 0.081553 	 63 
0 	 0 	 1 	 14 	 0.774955 	 0.077735 	 43 
0 	 0 	 1 	 15 	 0.718186 	 0.047333 	 52 
0 	 0 	 1 	 16 	 0.759450 	 0.268925 	 43 
0 	 0 	 1 	 17 	 0.724406 	 0.090697 	 48 
0 	 0 	 1 	 18 	 0.701405 	 0.077874 	 54 
0 	 0 	 1 	 19 	 0.726857 	 0.105480 	 55 
0 	 0 	 1 	 20 	 0.681187 	 0.059437 	 43 
0 	 0 	 1 	 21 	 0.731021 	 0.050541 	 51 
0 	 0 	 1 	 22 	 0.697931 	 0.116016 	 52 
0 	 0 	 1 	 23 	 0.725165 	 0.090751 	 51 
0 	 0 	 1 	 24 	 0.712305 	 0.078620 	 45 
0 	 0 	 1 	 25 	 0.731150 	 0.063950 	 53 
0 	 0 	 1 	 26 	 0.711641 	 0.072357 	 49 
0 	 0 	 1 	 27 	 0.698198 	 0.079203 	 49 
0 	 0 	 1 	 28 	 0.699118 	 0.088243 	 60 
0 	 0 	 1 	 29 	 0.734252 	 0.058740 	 44 
0 	 0 	 1 	 30 	 0.726034 	 0.094263 	 56 
0 	 0 	 1 	 31 	 0.712407 	 0.120757 	 54 
0 	 0 	 2 	 0 	 0.725138 	 0.047393 	 58 
0 	 0 	 2 	 1 	 0.695135 	 0.101004 	 46 
0 	 0 	 2 	 2 	 0.723348 	 0.079859 	 61 
0 	 0 	 2 	 3 	 0.743498 	 0.051872 	 48 
0 	 0 	 2 	 4 	 0.729668 	 0.081365 	 53 
0 	 0 	 2 	 5 	 0.710069 	 0.056350 	 65 
0 	 0 	 2 	 6 	 0.737315 	 0.088442 	 47 
0 	 0 	 2 	 7 	 0.720305 	 0.091959 	 68 
0 	 0 	 2 	 8 	 0.741478 	 0.055204 	 51 
0 	 0 	 2 	 9 	 0.683200 	 0.092617 	 59 
0 	 0 	 2 	 10 	 0.706763 	 0.084609 	 52 
0 	 0 	 2 	 11 	 0.672632 	 0.072423 	 50 
0 	 0 	 2 	 12 	 0.710722 	 0.045782 	 50 
0 	 0 	 2 	 13 	 0.720154 	 0.119049 	 55 
0 	 0 	 2 	 14 	 0.746292 	 0.083063 	 54 
