Layer	Row	Module	Channel	Pedestal
         3         1         1        21   131.402   2.84572
         3         1         1        22   99.8572   3.02623
         3         1         1        23   99.2934   3.24573
         3         1         1        24   123.221   3.29034
         3         1         1        25   79.1939   3.08152
         3         1         1        26   110.822   3.00836
         3         1         1        27   139.755   2.84853
         3         1         1        28    92.158   3.06353
         3         1         1        29   108.076   3.82751
         3         1         1        30    95.301   5.71358
         3         1         1        31   95.4744   9.00926
         3         1         2         0   87.2714   2.15401
         3         1         2         1   140.686   2.43057
         3         1         2         2   112.213   2.44933
         3         1         2         3   118.964   2.42257
         3         1         2         4   98.2104   2.42167
         3         1         2         5   118.833   2.43741
         3         1         2         6   133.622   2.36086
         3         1         2         7   135.553   2.40192
         3         1         2         8    118.83   2.36722
         3         1         2         9   123.088    2.4431
         3         1         2        10   131.769   2.29446
         3         1         2        11   115.733     2.363
         3         1         2        12   104.499   2.36812
         3         1         2        13   92.1824   2.36064
         3         1         2        14   132.426   2.65542
         3         1         2        15   111.911    2.9356
         3         1         2        16   125.071   2.50638
         3         1         2        17   108.141   2.28158
         3         1         2        18   100.378   2.11346
         3         1         2        19   141.499   2.35805
         3         1         2        20   68.9583   1.93957
         3         1         2        21   109.384   2.29925
         3         1         2        22   109.642   2.27192
         3         1         2        23   116.439   2.25855
         3         1         2        24    96.237   2.23224
         3         1         2        25   145.948   2.21881
         3         1         2        26   118.908   2.37638
         3         1         2        27   136.092   2.31405
         3         1         2        28   122.288    2.4507
         3         1         2        29   123.441   2.27778
         3         1         2        30   90.4152   2.17182
         3         1         2        31   99.1794   2.08395
         3         1         3         0   107.178   2.62698
         3         1         3         1   148.459   2.42942
         3         1         3         2    133.68   2.42004
         3         1         3         3    128.58   2.69865
         3         1         3         4   68.0995   2.11466
         3         1         3         5   78.8057   2.40283
         3         1         3         6   107.923   2.74786
         3         1         3         7   86.8774   2.39028
         3         1         3         8   108.045   2.43653
         3         1         3         9   116.726   2.34919
         3         1         3        10   78.9706   2.27332
         3         1         3        11   109.808   2.42744
         3         1         3        12   117.786   2.59219
         3         1         3        13   113.445   2.62548
         3         1         3        14   147.959   2.62706
         3         1         3        15   147.991   3.10966
         3         1         3        16   119.619   2.44852
         3         1         3        17   76.2308   2.08733
         3         1         3        18   119.055    2.7205
         3         1         3        19   114.752   2.24558
         3         1         3        20   143.611   2.58181
         3         1         3        21   108.566   2.41997
         3         1         3        22   147.752   2.66501
         3         1         3        23   178.129  0.813709
         3         1         3        24   100.704   2.38707
         3         1         3        25   107.559   2.48071
         3         1         3        26   148.547   2.46387
         3         1         3        27   119.505   2.36963
         3         1         3        28   137.216   2.62351
         3         1         3        29   120.838   2.47512
         3         1         3        30   91.8902   2.22723
         3         1         3        31   135.797   2.41403
         3         1         4         0    91.598   5.34847
         3         1         4         1   123.405   5.21225
         3         1         4         2   127.056   5.19521
         3         1         4         3   155.801   6.69719
         3         1         4         4   126.893    4.8094
         3         1         4         5   134.995   5.33286
         3         1         4         6   122.155   7.93519
         3         1         4         7   157.423   9.61569
         3         1         4         8    117.16   7.79607
         3         1         4         9   164.399   5.84695
         3         1         4        10    80.349   13.1591
         3         1         4        11   171.092   5.24315
         3         1         4        12    127.21   5.42388
         3         1         4        13   121.877   5.42963
         3         1         4        14   135.198   6.63352
         3         1         4        15   131.534   8.07615
         3         1         4        16   115.465   6.60436
         3         1         4        17   109.019   5.50535
         3         1         4        18   128.155   4.36647
         3         1         4        19   97.6502   5.42142
         3         1         4        20    127.93   4.14375
         3         1         4        21    146.06   6.75921
         3         1         4        22   109.307   9.85685
         3         1         4        23   154.552   6.15779
         3         1         4        24   115.471   15.6567
         3         1         4        25   144.725   9.04803
         3         1         4        26   146.123   7.01844
         3         1         4        27   110.547   4.90688
         3         1         4        28   125.161   4.64417
         3         1         4        29   101.549   11.1852
         3         1         4        30   112.431   5.61357
         3         1         4        31   75.8819   5.16792
         3         1         5         0   101.658   4.53626
         3         1         5         1   128.173   6.44175
         3         1         5         2   122.422   20.5563
         3         1         5         3   91.9405   5.71008
         3         1         5         4   74.8232   6.25158
         3         1         5         5   120.247   7.47045
         3         1         5         6   105.922   6.15794
         3         1         5         7   163.994   7.32011
         3         1         5         8    106.79    8.0022
         3         1         5         9   112.792   8.39561
         3         1         5        10   95.3895   9.11576
         3         1         5        11    108.91   8.24346
         3         1         5        12   156.711   9.68983
         3         1         5        13   108.878   14.5748
         3         1         5        14   121.672   7.01758
         3         1         5        15   97.3011   6.01035
         3         1         5        16   141.494   10.4769
         3         1         5        17    153.31   12.0671
         3         1         5        18   157.481    11.497
         3         1         5        19   85.6333   13.9154
         3         1         5        20   124.444   19.6481
         3         1         5        21   104.198   11.3106
         3         1         5        22   127.868   12.8038
         3         1         5        23   130.334   13.3282
         3         1         5        24   90.3017   7.42595
         3         1         5        25   126.495   6.60231
         3         1         5        26   90.2846   5.25827
         3         1         5        27   192.239   5.57401
         3         1         5        28   147.307   5.76449
         3         1         5        29   140.045    4.9679
         3         1         5        30   120.981   6.03251
         3         1         5        31   115.025    5.7082
         3         2         0         0   88.3968    2.4469
         3         2         0         1   123.219   2.76075
         3         2         0         2   73.7397   2.18124
         3         2         0         3   82.6385   2.41151
         3         2         0         4   120.694   2.80316
         3         2         0         5    116.47   2.81982
         3         2         0         6    83.604   2.47438
         3         2         0         7   109.157   2.83743
         3         2         0         8   103.904    2.9703
         3         2         0         9   125.087   2.73826
         3         2         0        10   88.4221   2.51719
         3         2         0        11   106.466   2.59894
         3         2         0        12   116.819   2.52583
         3         2         0        13   74.0096   2.57564
         3         2         0        14   121.966   3.37532
         3         2         0        15   149.104   4.10671
         3         2         0        16   102.825   3.25119
         3         2         0        17   120.996   2.73753
         3         2         0        18    101.42   2.40081
         3         2         0        19   125.578   2.57309
         3         2         0        20    155.39   2.53611
         3         2         0        21   114.897   2.64447
         3         2         0        22   158.639   2.73686
         3         2         0        23   133.552   2.41065
         3         2         0        24   86.9179   2.13203
         3         2         0        25   111.623    2.4826
         3         2         0        26    123.18    2.6893
         3         2         0        27   131.058   2.43221
         3         2         0        28   120.668   2.50514
         3         2         0        29   127.705   2.47494
         3         2         0        30   143.208   2.47398
         3         2         0        31   143.543   2.60006
         3         2         1         0   113.992   2.26056
         3         2         1         1   107.336   2.37234
         3         2         1         2   151.359   2.55174
         3         2         1         3   124.012   2.61448
         3         2         1         4   103.824   2.65368
         3         2         1         5   120.926   2.63043
         3         2         1         6   147.583   2.76909
         3         2         1         7   97.8024   2.72596
         3         2         1         8    114.03   2.34189
         3         2         1         9   105.529   2.43082
         3         2         1        10   129.013   2.49712
         3         2         1        11   95.8029   2.33082
         3         2         1        12   154.287   2.32711
         3         2         1        13   122.357   2.39783
         3         2         1        14   119.477   2.82408
         3         2         1        15   134.012   3.28998
         3         2         1        16   93.5794    2.3033
         3         2         1        17   128.205   2.86798
         3         2         1        18   110.019   2.48205
         3         2         1        19   138.186   2.58637
         3         2         1        20    134.36   2.47508
         3         2         1        21   114.949   2.37649
         3         2         1        22    98.177    2.5157
         3         2         1        23   125.984   2.50116
         3         2         1        24   65.5037    3.1409
         3         2         1        25   142.989   3.58698
         3         2         1        26   138.689   2.48888
         3         2         1        27   96.6085   2.51538
         3         2         1        28   141.679   2.47027
         3         2         1        29   107.457   2.21495
         3         2         1        30   113.724   2.40168
         3         2         1        31   99.7669   2.25902
         3         2         2         0    141.83   5.60608
         3         2         2         1   138.731   5.24477
         3         2         2         2   134.741    5.5089
         3         2         2         3   81.3171   4.08184
         3         2         2         4   178.757   8.35724
         3         2         2         5   119.387    14.482
         3         2         2         6   159.272   11.1274
         3         2         2         7   130.996   11.0536
         3         2         2         8   94.8678   5.56488
         3         2         2         9   73.2952   13.4688
         3         2         2        10    129.08   6.46481
         3         2         2        11   143.035   6.14334
         3         2         2        12     124.1   5.31136
         3         2         2        13   112.495   6.47834
         3         2         2        14    94.303   7.49371
         3         2         2        15   146.322   8.13298
         3         2         2        16   114.739   7.20339
         3         2         2        17   139.163    7.6905
         3         2         2        18   120.509   6.99786
         3         2         2        19   144.622    6.8154
         3         2         2        20   154.068   5.56829
         3         2         2        21   85.4409   13.4443
         3         2         2        22    148.07   9.68136
         3         2         2        23   112.736    12.037
         3         2         2        24   97.7837   7.77264
         3         2         2        25   170.084   7.13023
         3         2         2        26   108.123   10.2672
         3         2         2        27   91.3991   7.22522
         3         2         2        28   124.381   5.06422
         3         2         2        29   113.829   6.74876
         3         2         2        30   145.003    7.3971
         3         2         2        31   119.641   5.04026
         3         2         3         0   129.104   2.60365
         3         2         3         1    110.89   2.99042
         3         2         3         2   161.266   2.85604
         3         2         3         3   106.954   3.05276
         3         2         3         4   135.861   3.09336
         3         2         3         5   138.788   3.51376
         3         2         3         6   105.061   2.82984
         3         2         3         7   117.696   3.69854
         3         2         3         8   76.0042   2.96934
         3         2         3         9   92.0695   2.48406
         3         2         3        10   85.6754   2.46739
         3         2         3        11   101.049   2.68209
         3         2         3        12   120.841   2.79592
         3         2         3        13   102.759    3.0153
         3         2         3        14   103.794   3.22913
         3         2         3        15   151.598   3.83457
         3         2         3        16   104.376   4.34907
         3         2         3        17   159.392   3.82975
         3         2         3        18    144.18   3.85683
         3         2         3        19   122.833   3.00811
         3         2         3        20   127.297   3.10629
         3         2         3        21   117.885   3.01808
         3         2         3        22   119.577   3.07738
         3         2         3        23   101.165   3.67632
         3         2         3        24   150.787   4.08532
         3         2         3        25   102.748   7.63111
         3         2         3        26   116.989   6.73349
         3         2         3        27   162.767   5.36687
         3         2         3        28   106.978   3.95818
         3         2         3        29   144.299   3.31417
         3         2         3        30   103.716   2.43183
         3         2         3        31   121.232   3.33579
         3         2         4         0   108.689   10.6576
         3         2         4         1   113.688   12.1247
         3         2         4         2   108.262   8.94971
         3         2         4         3   123.444   8.65757
         3         2         4         4   98.0688   6.14065
         3         2         4         5   156.933    9.6477
         3         2         4         6   123.925    11.615
         3         2         4         7   145.317   17.4144
         3         2         4         8   83.2382   23.7083
         3         2         4         9   119.759   12.3094
         3         2         4        10   95.8754   7.93549
         3         2         4        11   105.735   5.26237
         3         2         4        12   90.2807   11.9165
         3         2         4        13   84.6422   10.3593
         3         2         4        14    133.26   10.6885
         3         2         4        15   67.4456   12.8752
         3         2         4        16   147.818   16.9318
         3         2         4        17   97.2386   15.8507
         3         2         4        18   140.221   15.4077
         3         2         4        19    103.08     11.98
         3         2         4        20   117.503   10.5066
         3         2         4        21    51.146   14.4629
         3         2         4        22   94.6589   8.01354
         3         2         4        23   101.836   13.4125
         3         2         4        24   105.162   26.7409
         3         2         4        25   99.4604   20.3457
         3         2         4        26   117.447   15.4823
         3         2         4        27   113.971    7.9286
         3         2         4        28   124.581   9.11945
         3         2         4        29   116.749   7.58316
         3         2         4        30   132.131   13.6948
         3         2         4        31   114.795   12.4455
         3         2         5         0   119.422   5.44443
         3         2         5         1   114.204   9.95232
         3         2         5         2   73.5851    5.2854
         3         2         5         3    130.33   12.3376
         3         2         5         4   119.343   8.86561
         3         2         5         5   89.9754   5.20706
         3         2         5         6   83.7654   7.21668
         3         2         5         7   128.563   6.00489
         3         2         5         8   103.171   13.4077
         3         2         5         9   115.926   14.2594
         3         2         5        10   81.7817   11.9991
         3         2         5        11   120.318   7.95218
         3         2         5        12   102.065   9.45283
         3         2         5        13   120.753   6.26503
         3         2         5        14   155.698   7.66545
         3         2         5        15   113.626   5.63222
         3         2         5        16   165.336    8.6673
         3         2         5        17   121.091   7.92312
         3         2         5        18   124.004   7.27492
         3         2         5        19    123.77    8.5235
         3         2         5        20   93.8201   10.3224
         3         2         5        21   137.749   7.61601
         3         2         5        22   141.364   15.4926
         3         2         5        23   124.497   14.9584
         3         2         5        24   103.434   11.3595
         3         2         5        25   136.088   6.42387
         3         2         5        26    83.197   6.91685
         3         2         5        27   160.208   5.83363
         3         2         5        28   128.631   7.28932
         3         2         5        29   110.441   8.34963
         3         2         5        30   110.499   7.67622
         3         2         5        31   98.9342   7.78139
         3         3         0         0   86.2124   2.41635
         3         3         0         1   103.862   2.69406
         3         3         0         2   118.104    3.2436
         3         3         0         3   113.186   3.07445
         3         3         0         4   149.898   2.99429
         3         3         0         5   114.435   3.24703
         3         3         0         6    145.49   3.19859
         3         3         0         7   131.891   3.25886
         3         3         0         8   73.2606   2.48554
         3         3         0         9   109.971    2.9136
         3         3         0        10     140.4   2.77191
         3         3         0        11   100.386   2.57063
         3         3         0        12   97.5682   2.76778
         3         3         0        13   109.965   3.18337
         3         3         0        14   126.369   3.52514
         3         3         0        15   116.441   4.93842
         3         3         0        16   135.881   5.29647
         3         3         0        17   105.339   3.76499
         3         3         0        18   135.849   3.89733
         3         3         0        19   98.7715   3.71189
         3         3         0        20   127.338   3.85085
         3         3         0        21    95.521   3.72801
         3         3         0        22   138.499   3.96936
         3         3         0        23    168.06   4.32465
         3         3         0        24   152.329    7.3931
         3         3         0        25   117.842   9.83204
         3         3         0        26   141.519    7.1031
         3         3         0        27   148.228   6.20093
         3         3         0        28   145.181   6.70875
         3         3         0        29   180.582   7.49013
         3         3         0        30   113.502   7.57781
         3         3         0        31   190.147    4.9128
         3         3         1         0   109.258   2.35586
         3         3         1         1   129.055   2.81893
         3         3         1         2   103.652   2.73909
         3         3         1         3   146.085   2.74624
         3         3         1         4   178.633   2.98817
         3         3         1         5   113.989   3.07816
         3         3         1         6   117.509   2.88188
         3         3         1         7   106.321   3.25978
         3         3         1         8   104.685   3.14458
         3         3         1         9   102.103   2.67399
         3         3         1        10   155.197   2.69266
         3         3         1        11   108.935   2.52225
         3         3         1        12   140.571   2.59789
         3         3         1        13   109.775   3.14104
         3         3         1        14   96.5414   3.24662
         3         3         1        15   117.526   3.98479
         3         3         1        16     110.1   2.56694
         3         3         1        17   76.7863   2.56484
         3         3         1        18   101.366     2.328
         3         3         1        19   102.002   2.30811
         3         3         1        20      72.6   2.42346
         3         3         1        21   96.0908    3.7545
         3         3         1        22   124.725   4.57472
         3         3         1        23   116.862   3.61421
         3         3         1        24   126.622   2.70174
         3         3         1        25   108.681   2.54625
         3         3         1        26   115.283   2.78604
         3         3         1        27    115.17   2.87317
         3         3         1        28   87.7324   2.61916
         3         3         1        29   138.445   2.60771
         3         3         1        30   124.897   2.60027
         3         3         1        31   113.657   2.58881
         3         3         2         0   92.7955   9.57923
         3         3         2         1    112.85   9.65901
         3         3         2         2   80.7529   8.37926
         3         3         2         3    113.19   6.75217
         3         3         2         4   135.346   10.4148
         3         3         2         5    127.67   7.47908
         3         3         2         6   125.443   12.7468
         3         3         2         7   165.439   16.4743
         3         3         2         8   139.563   18.0244
         3         3         2         9   121.684   10.3847
         3         3         2        10   92.4921   9.67806
         3         3         2        11   124.373   8.06163
         3         3         2        12   142.991   9.77331
         3         3         2        13   100.606   13.0455
         3         3         2        14   94.4984   15.2832
         3         3         2        15   81.1739    10.544
         3         3         2        16   146.456   15.9119
         3         3         2        17   120.622   14.4819
         3         3         2        18   143.077   12.2036
         3         3         2        19   83.4776   9.74277
         3         3         2        20   138.094   9.31577
         3         3         2        21   89.5156   13.8037
         3         3         2        22   90.0239    15.691
         3         3         2        23   114.829   15.2592
         3         3         2        24   135.811   24.2058
         3         3         2        25   123.813    20.123
         3         3         2        26   121.066   14.0581
         3         3         2        27   113.743    6.8212
         3         3         2        28    156.78   9.86246
         3         3         2        29   100.017   9.27209
         3         3         2        30   125.162   10.1884
         3         3         2        31   100.532   9.81343
         3         3         3         0   96.3297   9.80189
         3         3         3         1   140.023   12.8515
         3         3         3         2   120.708   8.57785
         3         3         3         3   112.857   10.6961
         3         3         3         4   120.175   6.88763
         3         3         3         5   123.981   9.54165
         3         3         3         6   119.049   11.1431
         3         3         3         7   103.302   13.8297
         3         3         3         8   98.7406   10.5954
         3         3         3         9   99.5557   9.00166
         3         3         3        10   156.782   5.75056
         3         3         3        11   116.995   6.12685
         3         3         3        12   129.569    5.9392
         3         3         3        13   127.895   7.05939
         3         3         3        14   118.024   7.46874
         3         3         3        15   138.566   10.6978
         3         3         3        16   77.3934   2.51667
         3         3         3        17   139.226   12.2506
         3         3         3        18   132.705   13.0182
         3         3         3        19   91.3365   18.0338
         3         3         3        20   104.928    15.561
         3         3         3        21   91.3148   14.2975
         3         3         3        22   171.974    15.107
         3         3         3        23   97.1071   22.6581
         3         3         3        24    125.21   23.9261
         3         3         3        25   163.427   15.6654
         3         3         3        26   169.254   10.8402
         3         3         3        27   135.108   7.98458
         3         3         3        28   155.421   8.32691
         3         3         3        29   133.399   11.0587
         3         3         3        30   134.244   10.7776
         3         3         3        31    143.38   11.9936
         3         3         4         0    110.52   10.8701
         3         3         4         1    158.82   12.1662
         3         3         4         2   146.585   11.0014
         3         3         4         3   102.232   7.08198
         3         3         4         4   73.5902   7.78056
         3         3         4         5   109.709    5.7084
         3         3         4         6   68.0791   12.2576
         3         3         4         7   138.643   16.7403
         3         3         4         8   135.289   25.0256
         3         3         4         9   89.9497   19.0375
         3         3         4        10   121.173   10.9701
         3         3         4        11   69.1214   9.38835
         3         3         4        12   152.944   9.23013
         3         3         4        13   106.079     11.18
         3         3         4        14   116.017   11.5256
         3         3         4        15   110.099   12.0339
         3         3         4        16   126.897   12.4811
         3         3         4        17   117.263   12.1474
         3         3         4        18   92.3539   11.6416
         3         3         4        19   85.0811   8.26244
         3         3         4        20   110.601   6.92467
         3         3         4        21   106.315   7.96775
         3         3         4        22   132.332   8.31675
         3         3         4        23   117.508   17.9197
         3         3         4        24   92.9719   19.8311
         3         3         4        25   128.199   14.6717
         3         3         4        26   87.6368   14.6401
         3         3         4        27   130.042   6.87503
         3         3         4        28   84.9134     5.593
         3         3         4        29   93.9726   8.36885
         3         3         4        30   153.178   11.1366
         3         3         4        31   174.263   11.1814
         3         3         5         0   81.2566   5.28818
         3         3         5         1   75.8337   5.53914
         3         3         5         2   141.142   6.18226
         3         3         5         3   98.5457   6.39404
         3         3         5         4   103.693   6.28545
         3         3         5         5   125.441   6.27947
         3         3         5         6   108.251   7.68776
         3         3         5         7   133.519   7.18967
         3         3         5         8   115.374   11.4064
         3         3         5         9   137.315   10.0633
         3         3         5        10   120.906   9.13663
         3         3         5        11   147.986    8.5008
         3         3         5        12   103.091   15.0514
         3         3         5        13   136.317   10.4992
         3         3         5        14   114.726   9.09336
         3         3         5        15    109.38   6.77831
         3         3         5        16   119.646   8.07168
         3         3         5        17   129.412   7.46303
         3         3         5        18   126.766   6.35663
         3         3         5        19   128.183   7.86615
         3         3         5        20   105.615   10.2111
         3         3         5        21   135.531   14.1489
         3         3         5        22   131.181   11.5317
         3         3         5        23   128.016   11.1765
         3         3         5        24   113.705   11.5453
         3         3         5        25   147.542   6.28277
         3         3         5        26    158.85   6.75359
         3         3         5        27    114.86   6.18439
         3         3         5        28   189.947   7.03864
         3         3         5        29    140.13   7.02022
         3         3         5        30   126.169   6.89762
         3         3         5        31   167.185    7.8042
         3         4         0         0    118.13    3.4897
         3         4         0         1   143.311   2.95426
         3         4         0         2   125.235   3.11356
         3         4         0         3   140.554   3.03386
         3         4         0         4    111.67   2.86322
         3         4         0         5   82.0366   3.01012
         3         4         0         6   69.9876   8.28151
         3         4         0         7   109.175   10.3451
         3         4         0         8   112.114   3.63671
         3         4         0         9   123.885   3.56031
         3         4         0        10    82.206   2.89247
         3         4         0        11   94.3444   3.00381
         3         4         0        12   107.726   3.06677
         3         4         0        13   116.263   3.65729
         3         4         0        14   112.443   4.19671
         3         4         0        15    106.47   5.23623
         3         4         0        16   131.004   5.72237
         3         4         0        17   109.195   4.24868
         3         4         0        18   123.154   3.99356
         3         4         0        19   134.552    3.6848
         3         4         0        20   71.1741    3.4126
         3         4         0        21   121.515   4.28345
         3         4         0        22   74.9912   3.57806
         3         4         0        23   109.106   4.09871
         3         4         0        24   129.195   8.36358
         3         4         0        25   108.299   5.25296
         3         4         0        26   127.839   4.72021
         3         4         0        27   116.316   5.52519
         3         4         0        28   68.9356   11.2178
         3         4         0        29   129.533   6.22478
         3         4         0        30   95.5559   7.35258
         3         4         0        31   145.189   6.48688
         3         4         1         0   84.0597   5.81072
         3         4         1         1   139.279   2.87197
         3         4         1         2   115.455   3.16394
         3         4         1         3   126.705   2.84445
         3         4         1         4   123.974   2.89539
         3         4         1         5   136.084   3.00191
         3         4         1         6    148.59    3.3763
         3         4         1         7   136.188     2.898
         3         4         1         8    115.09   2.86695
         3         4         1         9   128.369   4.67893
         3         4         1        10   129.698   3.96927
         3         4         1        11   159.697   2.80821
         3         4         1        12   125.328   2.72211
         3         4         1        13   145.571   2.78453
         3         4         1        14   127.429   3.14345
         3         4         1        15   129.096   3.82429
         3         4         1        16   151.518   8.10903
         3         4         1        17   159.662   7.64228
         3         4         1        18   100.367   6.99968
         3         4         1        19   154.116   8.96784
         3         4         1        20   163.628   10.1145
         3         4         1        21   106.119   13.3611
         3         4         1        22   157.057   9.37311
         3         4         1        23   136.292   10.5228
         3         4         1        24   143.403   10.2446
         3         4         1        25    131.87   7.38285
         3         4         1        26    71.605   9.79614
         3         4         1        27   124.006   5.95186
         3         4         1        28    120.23   6.34097
         3         4         1        29   113.177    6.3223
         3         4         1        30   156.371   6.33446
         3         4         1        31   106.342   6.54698
         3         4         2         0    113.06   2.82186
         3         4         2         1   118.961   2.92471
         3         4         2         2   103.465   3.56985
         3         4         2         3   156.594    5.2053
         3         4         2         4   91.8213   4.74177
         3         4         2         5   138.408   5.24493
         3         4         2         6   143.953   4.28837
         3         4         2         7   134.885   5.56235
         3         4         2         8   109.512   3.38115
         3         4         2         9   168.445   3.25283
         3         4         2        10   116.358   3.34701
         3         4         2        11   118.223   3.19075
         3         4         2        12   99.0485   3.22037
         3         4         2        13   87.9341   3.55147
         3         4         2        14   133.514   4.12164
         3         4         2        15   121.702   5.23466
         3         4         2        16   172.198    4.8559
         3         4         2        17    142.37   5.46569
         3         4         2        18   106.853   4.26316
         3         4         2        19    84.728    3.8566
         3         4         2        20    92.164   3.93409
         3         4         2        21   92.8969   3.51238
         3         4         2        22   119.466   4.24592
         3         4         2        23   63.8799   3.87128
         3         4         2        24     112.1   22.6943
         3         4         2        25   164.931   13.7625
         3         4         2        26   118.043   8.03316
         3         4         2        27   128.978   6.53864
         3         4         2        28   122.653   5.32451
         3         4         2        29   162.368   5.29809
         3         4         2        30   153.232   3.54352
         3         4         2        31   124.551   4.13043
         3         4         3         0   152.627   11.8657
         3         4         3         1   106.954   11.3264
         3         4         3         2   141.942   11.8482
         3         4         3         3   138.044   11.8113
         3         4         3         4   124.091   16.3271
         3         4         3         5   124.578   10.0638
         3         4         3         6   115.933   12.7769
         3         4         3         7    147.93   20.1727
         3         4         3         8   103.003   20.3149
         3         4         3         9   152.259   9.42753
         3         4         3        10   131.135   10.4161
         3         4         3        11   125.678   7.24203
         3         4         3        12    90.494   9.50603
         3         4         3        13   129.897   8.46697
         3         4         3        14   159.717   13.4753
         3         4         3        15   151.396   14.4047
         3         4         3        16   142.689   12.5532
         3         4         3        17   124.336   10.8415
         3         4         3        18    151.51   10.9155
         3         4         3        19   96.1709   12.1291
         3         4         3        20   145.285   8.89338
         3         4         3        21   161.285   7.26347
         3         4         3        22   108.329   17.0549
         3         4         3        23   146.506   14.0975
         3         4         3        24   109.039   23.9881
         3         4         3        25   160.757   15.2304
         3         4         3        26   113.558   9.56578
         3         4         3        27    136.56   10.4626
         3         4         3        28    130.08   8.42156
         3         4         3        29   83.2615   20.3153
         3         4         3        30   133.786   12.4135
         3         4         3        31   178.236   10.6206
         3         4         4         0   118.788   9.50446
         3         4         4         1   176.987   8.47928
         3         4         4         2   127.827   8.62816
         3         4         4         3   99.9423   6.35598
         3         4         4         4   115.379    7.6633
         3         4         4         5   125.189   7.83411
         3         4         4         6   83.8954    20.088
         3         4         4         7   79.4887   21.5514
         3         4         4         8    128.06   19.0565
         3         4         4         9   130.742   8.36552
         3         4         4        10   155.612   6.91636
         3         4         4        11   116.606   8.05602
         3         4         4        12   92.9379   9.04156
         3         4         4        13   114.107   8.01648
         3         4         4        14   154.602    9.4023
         3         4         4        15   134.259   9.14548
         3         4         4        16   56.2323   8.10922
         3         4         4        17   139.726   6.53775
         3         4         4        18   77.9494   18.4728
         3         4         4        19   135.745   5.48071
         3         4         4        20    159.59   8.29929
         3         4         4        21   95.7712   17.5202
         3         4         4        22    92.775     16.76
         3         4         4        23   127.102   12.8606
         3         4         4        24   97.5463   8.20481
         3         4         4        25   165.898   9.06089
         3         4         4        26   132.265   6.41677
         3         4         4        27   105.204   5.39622
         3         4         4        28   97.5266   9.61809
         3         4         4        29   117.973   7.99676
         3         4         4        30   168.064   9.72127
         3         4         4        31    106.27   7.26664
         3         4         5         0   169.365   4.00567
         3         4         5         1   126.066   3.87822
         3         4         5         2   100.804    4.2962
         3         4         5         3   138.731    4.8145
         3         4         5         4   143.399   5.19499
         3         4         5         5     119.3    5.3359
         3         4         5         6    146.15   4.90062
         3         4         5         7   125.427   5.28187
         3         4         5         8   144.189   15.1835
         3         4         5         9   129.816   14.3231
         3         4         5        10   149.372   8.78207
         3         4         5        11   155.577    8.6017
         3         4         5        12   132.149   8.31496
         3         4         5        13    127.38    11.714
         3         4         5        14    134.55   9.21803
         3         4         5        15   122.764   6.30116
         3         4         5        16   133.866   3.10394
         3         4         5        17   135.944   3.12865
         3         4         5        18   143.917   2.71225
         3         4         5        19   124.126   2.86807
         3         4         5        20   91.6786   3.66816
         3         4         5        21   132.155   5.11906
         3         4         5        22   239.879   7.79231
         3         4         5        23   118.872   11.4709
         3         4         5        24   176.892   3.22426
         3         4         5        25   115.834   3.26747
         3         4         5        26   139.198   2.93889
         3         4         5        27   129.007   2.98051
         3         4         5        28   126.962   3.00359
         3         4         5        29   147.275   3.08561
         3         4         5        30    149.91   2.78476
         3         4         5        31   149.527   2.61962
         3         5         0         0    106.88    4.6489
         3         5         0         1   132.705    6.7032
         3         5         0         2   158.859   6.71191
         3         5         0         3    132.36    5.4011
         3         5         0         4   83.3355   3.58708
         3         5         0         5    95.069   4.01312
         3         5         0         6   134.167   7.00189
         3         5         0         7   120.329   14.4295
         3         5         0         8   140.978   4.63744
         3         5         0         9   131.887    4.2212
         3         5         0        10   119.517   4.10002
         3         5         0        11   91.6419   3.49197
         3         5         0        12   121.402   3.87812
         3         5         0        13   104.414   4.23548
         3         5         0        14   131.438   4.35675
         3         5         0        15    91.379   4.85542
         3         5         0        16   127.495   4.15885
         3         5         0        17   130.009   2.75522
         3         5         0        18   128.743   2.38924
         3         5         0        19   119.916   2.34161
         3         5         0        20   122.007   2.62365
         3         5         0        21   138.343    2.7531
         3         5         0        22   131.392   2.81509
