Layer	Row	Module	Channel	Pedestal
         1         5         1         0   149.731   4.62196
         1         5         1         1   166.554   7.25446
         1         5         1         2   138.314   7.79979
         1         5         1         3   146.226   8.64787
         1         5         1         4   143.127   10.2177
         1         5         1         5   153.433   9.35128
         1         5         1         6   143.984   10.9398
         1         5         1         7    131.84   17.0266
         1         5         1         8    119.45   6.90034
         1         5         1         9    148.78     5.757
         1         5         1        10   183.416     6.181
         1         5         1        11   154.013   5.69015
         1         5         1        12   104.052   5.74039
         1         5         1        13    146.29   7.64153
         1         5         1        14   113.096    9.3426
         1         5         1        15   153.709   12.1349
         1         5         1        16   176.475   2.92888
         1         5         1        17   165.047   3.09837
         1         5         1        18    141.15   2.46546
         1         5         1        19   117.379   2.50855
         1         5         1        20   165.099   2.53553
         1         5         1        21   115.272   1.00807
         1         5         1        22   140.943    3.1048
         1         5         1        23    166.76   2.90738
         1         5         1        24   158.582   2.62244
         1         5         1        25   121.172   2.67278
         1         5         1        26   162.639   2.47682
         1         5         1        27   153.921   2.64626
         1         5         1        28   130.483   2.49198
         1         5         1        29   160.118   2.44096
         1         5         1        30   119.716   2.55659
         1         5         1        31   110.792   2.50143
         1         5         2         0   140.236   2.61136
         1         5         2         1   129.374   3.68754
         1         5         2         2   113.522    4.8457
         1         5         2         3   132.159    6.5882
         1         5         2         4   102.597   7.95785
         1         5         2         5   146.943     10.48
         1         5         2         6   107.903    10.476
         1         5         2         7   120.368   10.0559
         1         5         2         8   111.295    6.5277
         1         5         2         9   122.409   5.42465
         1         5         2        10   125.493   6.35607
         1         5         2        11   157.044    5.1439
         1         5         2        12   118.108   5.46088
         1         5         2        13   98.9633   7.06993
         1         5         2        14   128.014    7.9683
         1         5         2        15   103.104   9.36019
         1         5         2        16    136.29   2.61202
         1         5         2        17   129.442   3.24699
         1         5         2        18   140.345   2.75029
         1         5         2        19   99.7101   2.56131
         1         5         2        20   144.798   2.49036
         1         5         2        21   79.6032    2.2863
         1         5         2        22   126.479   2.56589
         1         5         2        23   162.076   2.67792
         1         5         2        24   169.588   2.70781
         1         5         2        25   99.3227   2.34194
         1         5         2        26   127.777   2.80504
         1         5         2        27   119.975   2.48644
         1         5         2        28    139.07   2.35485
         1         5         2        29   179.491   2.42472
         1         5         2        30   193.377   2.58161
         1         5         2        31   151.371   2.39504
         1         5         3         0   113.624   2.46995
         1         5         3         1   164.067   2.63685
         1         5         3         2   147.946   2.56063
         1         5         3         3   116.458   2.60844
         1         5         3         4   120.474   2.65415
         1         5         3         5   94.8561   2.54357
         1         5         3         6   112.487   2.61998
         1         5         3         7   167.312   2.74789
         1         5         3         8    112.05   2.68322
         1         5         3         9   128.289   2.54763
         1         5         3        10   110.935   2.51716
         1         5         3        11   118.633   2.55057
         1         5         3        12    112.94     2.698
         1         5         3        13   104.847   2.87657
         1         5         3        14   101.898   2.88089
         1         5         3        15   96.0197      3.68
         1         5         3        16   149.689    2.5438
         1         5         3        17   108.592   2.56159
         1         5         3        18   140.902   2.33285
         1         5         3        19   130.163   2.43882
         1         5         3        20   103.217   2.16726
         1         5         3        21   177.953   2.43124
         1         5         3        22   98.2775   2.23209
         1         5         3        23   130.771   2.29416
         1         5         3        24   98.6933   2.37739
         1         5         3        25   134.031   2.56402
         1         5         3        26   91.3367   2.30721
         1         5         3        27   96.3725   2.20026
         1         5         3        28   135.769   2.42371
         1         5         3        29   86.6247   2.10549
         1         5         3        30   104.756   2.31295
         1         5         3        31   110.121   2.43636
         1         5         4         0   94.7472   2.26029
         1         5         4         1   114.494   2.47059
         1         5         4         2   129.996   2.24078
         1         5         4         3   116.222   2.52848
         1         5         4         4   79.8223   2.45096
         1         5         4         5   87.4441   2.41461
         1         5         4         6   151.361   2.66924
         1         5         4         7   119.718   2.66997
         1         5         4         8   132.266   2.51013
         1         5         4         9   103.159   2.56738
         1         5         4        10     114.1   2.40842
         1         5         4        11   96.8264   2.49652
         1         5         4        12   133.776    2.6298
         1         5         4        13   101.775   2.58556
         1         5         4        14   108.172   2.92964
         1         5         4        15   87.1926   4.45365
         1         5         4        16   140.599   2.54716
         1         5         4        17   133.456   2.45681
         1         5         4        18   116.299   2.30094
         1         5         4        19   92.1419   2.31063
         1         5         4        20   120.383   2.50366
         1         5         4        21    142.87   2.48123
         1         5         4        22   108.086   2.32363
         1         5         4        23   114.583   2.29938
         1         5         4        24   144.793   2.55823
         1         5         4        25    136.95   2.32756
         1         5         4        26   143.472   2.45025
         1         5         4        27    148.05   2.13116
         1         5         4        28    133.56   2.23615
         1         5         4        29   100.983   2.34134
         1         5         4        30   103.399   2.25589
         1         5         4        31   132.064   2.65498
         1         5         5         0   152.911   2.35497
         1         5         5         1   177.266    2.5812
         1         5         5         2   115.181   2.60444
         1         5         5         3   156.855   2.78495
         1         5         5         4   108.836    2.5609
         1         5         5         5   68.7794   2.06154
         1         5         5         6   153.781   2.87964
         1         5         5         7   92.6177   2.62521
         1         5         5         8   128.787   2.68059
         1         5         5         9   146.239   2.64305
         1         5         5        10   115.522   2.58915
         1         5         5        11   91.9712   2.28231
         1         5         5        12   115.857   2.90115
         1         5         5        13   159.969   2.72995
         1         5         5        14   94.5498   2.77647
         1         5         5        15   134.332   3.41945
         1         5         5        16    121.59   2.41042
         1         5         5        17    70.751    2.0064
         1         5         5        18   157.812   2.44831
         1         5         5        19   56.4627   2.11414
         1         5         5        20   128.734   2.59162
         1         5         5        21   103.549   2.37932
         1         5         5        22   127.709   2.46595
         1         5         5        23   96.0968   2.25845
         1         5         5        24   107.939   2.31349
         1         5         5        25   164.142   2.51278
         1         5         5        26    109.17   2.40338
         1         5         5        27   180.621   2.34322
         1         5         5        28    93.981   2.26989
         1         5         5        29   106.012    2.1644
         1         5         5        30   120.356   2.43633
         1         5         5        31   98.5476   2.25341
         2         0         0         0    130.67   3.44853
         2         0         0         1   143.256     5.431
         2         0         0         2   111.354   1.10088
         2         0         0         3   126.656   5.90281
         2         0         0         4   115.444   6.38981
         2         0         0         5   153.444   6.20147
         2         0         0         6   121.258  0.858782
         2         0         0         7   116.278   7.19364
         2         0         0         8   117.025   5.94414
         2         0         0         9   89.7941   3.96382
         2         0         0        10   84.8012   3.89563
         2         0         0        11   121.818   3.01993
         2         0         0        12   117.163   3.30134
         2         0         0        13   134.928   3.71061
         2         0         0        14   122.532   8.26867
         2         0         0        15   142.924   6.73929
         2         0         0        16   117.232    8.6288
         2         0         0        17   124.499   5.82782
         2         0         0        18   140.255   2.97168
         2         0         0        19   65.8394   2.31287
         2         0         0        20   150.211    2.7932
         2         0         0        21   173.633   3.62851
         2         0         0        22   109.166   3.75801
         2         0         0        23   111.416    3.7021
         2         0         0        24     111.3   3.59555
         2         0         0        25   128.072   3.44601
         2         0         0        26    145.37    3.3992
         2         0         0        27   126.349   3.34358
         2         0         0        28   81.2253    2.2856
         2         0         0        29   114.251   2.62117
         2         0         0        30   89.6204   3.27089
         2         0         0        31   113.293   4.76703
         2         0         1         0   166.621   6.96765
         2         0         1         1   122.067   11.9255
         2         0         1         2   128.395   7.96344
         2         0         1         3   124.691   9.27881
         2         0         1         4   98.6678   1.02627
         2         0         1         5    94.061   1.08341
         2         0         1         6   106.694   7.98687
         2         0         1         7    107.07   9.82295
         2         0         1         8   121.271   11.2119
         2         0         1         9    96.212   9.06424
         2         0         1        10   124.091   6.24648
         2         0         1        11   125.723   5.40989
         2         0         1        12   94.8424    6.0655
         2         0         1        13   119.756    6.4296
         2         0         1        14   101.897   9.07908
         2         0         1        15   146.817   8.45694
         2         0         1        16   131.684   5.50345
         2         0         1        17   117.842   5.32846
         2         0         1        18   135.453   5.11769
         2         0         1        19   101.219    7.4007
         2         0         1        20   92.4397   4.01434
         2         0         1        21   125.209    3.3791
         2         0         1        22   145.303   5.67336
         2         0         1        23   64.7134   6.50673
         2         0         1        24   96.5805    6.9112
         2         0         1        25   109.428   4.05809
         2         0         1        26   129.222   4.96452
         2         0         1        27   98.7328   5.50974
         2         0         1        28     130.9   5.99907
         2         0         1        29   182.141   8.13901
         2         0         1        30   144.519   5.07933
         2         0         1        31   146.838   3.67293
         2         0         2         0   125.693   6.84537
         2         0         2         1   87.8767   9.24739
         2         0         2         2   119.582   7.93605
         2         0         2         3   146.822   8.20608
         2         0         2         4   140.494   6.38485
         2         0         2         5   82.6565    9.3451
         2         0         2         6   117.777    5.1013
         2         0         2         7   129.084   9.85791
         2         0         2         8    122.25   11.9978
         2         0         2         9   92.7899   12.2288
         2         0         2        10   91.7663   13.6285
         2         0         2        11   140.469   6.95338
         2         0         2        12   146.994   5.78074
         2         0         2        13   131.039   6.95054
         2         0         2        14   112.689   7.05334
         2         0         2        15   100.834   10.3341
         2         0         2        16   153.796    7.3274
         2         0         2        17   148.038   6.31602
         2         0         2        18   110.773   4.85607
         2         0         2        19   117.683   5.27845
         2         0         2        20   138.042   4.64125
         2         0         2        21   107.978   5.72923
         2         0         2        22   127.691   6.80346
         2         0         2        23   147.113   7.82519
         2         0         2        24   100.378   5.76004
         2         0         2        25   74.1653   10.9339
         2         0         2        26   123.746   5.31129
         2         0         2        27   143.915    6.5279
         2         0         2        28   96.0632   8.36501
         2         0         2        29   124.857   9.86831
         2         0         2        30   135.091   6.01067
         2         0         2        31   121.483   4.75151
         2         0         3         0   106.265   12.3155
         2         0         3         1   102.943   9.75811
         2         0         3         2   133.418   11.3548
         2         0         3         3   150.192   11.2991
         2         0         3         4   119.958   8.72361
         2         0         3         5   102.146   8.98623
         2         0         3         6   105.284   15.3108
         2         0         3         7   87.4801   18.4358
         2         0         3         8   82.3803   18.4425
         2         0         3         9   105.771   10.9308
         2         0         3        10   72.1916   9.60353
         2         0         3        11   87.2951   9.50701
         2         0         3        12   84.2495   8.91611
         2         0         3        13   113.648    10.674
         2         0         3        14   114.327   11.3807
         2         0         3        15   95.6333   12.1441
         2         0         3        16   138.624   7.81134
         2         0         3        17   114.921    10.306
         2         0         3        18   111.872   14.1883
         2         0         3        19    117.72   8.35821
         2         0         3        20   88.1329   19.4993
         2         0         3        21   135.846   5.46148
         2         0         3        22   124.361   7.61321
         2         0         3        23   87.1467   10.1706
         2         0         3        24   104.901   10.5291
         2         0         3        25   140.064   10.4436
         2         0         3        26   109.452   8.61799
         2         0         3        27   121.598   5.63596
         2         0         3        28   96.7198   4.63292
         2         0         3        29   101.468   6.17531
         2         0         3        30   100.801   12.4619
         2         0         3        31   91.2586   5.10862
         2         0         4         0   135.961   11.9438
         2         0         4         1   144.857    15.791
         2         0         4         2   137.307   11.3225
         2         0         4         3   154.969   12.1602
         2         0         4         4   105.833   10.3022
         2         0         4         5   121.299     8.073
         2         0         4         6   138.512   9.54337
         2         0         4         7   135.931    12.793
         2         0         4         8   133.686    24.031
         2         0         4         9   156.654   18.1818
         2         0         4        10   123.453   15.9741
         2         0         4        11   131.867   13.5317
         2         0         4        12   97.0093   12.0234
         2         0         4        13    131.52   7.88079
         2         0         4        14   151.584   12.6504
         2         0         4        15    145.71   14.2663
         2         0         4        16   152.918   8.63426
         2         0         4        17   183.476   8.02653
         2         0         4        18   139.101   5.94113
         2         0         4        19   166.472   7.30939
         2         0         4        20   136.592   13.5036
         2         0         4        21   115.041   8.68894
         2         0         4        22   202.037   10.7379
         2         0         4        23   170.014   11.0797
         2         0         4        24   143.857     11.92
         2         0         4        25   149.649   5.75921
         2         0         4        26   194.197   6.72399
         2         0         4        27   144.822   5.68856
         2         0         4        28   102.563     16.53
         2         0         4        29   116.224   12.3406
         2         0         4        30   167.091   7.48606
         2         0         4        31   165.562   10.6253
         2         0         5         0   132.566   6.96802
         2         0         5         1   92.0953   8.35448
         2         0         5         2   191.655   11.1575
         2         0         5         3   144.409   8.57985
         2         0         5         4   138.204   7.57479
         2         0         5         5   145.803   9.21017
         2         0         5         6    168.37   9.06782
         2         0         5         7   115.178   11.0823
         2         0         5         8   150.462   20.2529
         2         0         5         9   132.134   17.6771
         2         0         5        10   128.493   9.75468
         2         0         5        11   150.747   6.15076
         2         0         5        12   92.3343    18.282
         2         0         5        13   115.886   11.8647
         2         0         5        14   172.217   8.25262
         2         0         5        15   142.032   9.28342
         2         0         5        16    118.37   9.09654
         2         0         5        17   169.396    4.5764
         2         0         5        18   129.172   14.0887
         2         0         5        19   123.285    10.048
         2         0         5        20   147.524   5.59228
         2         0         5        21   142.927    5.4529
         2         0         5        22   147.047   5.25862
         2         0         5        23   154.906   6.10872
         2         0         5        24   137.238   5.63928
         2         0         5        25   133.382   5.33661
         2         0         5        26   116.106   4.35091
         2         0         5        27   120.461   5.57235
         2         0         5        28   178.162    6.1374
         2         0         5        29   156.174   5.37798
         2         0         5        30   88.5458   4.32731
         2         0         5        31   207.106   6.47562
         2         1         0         0   132.759   2.61187
         2         1         0         1   140.753   2.64541
         2         1         0         2   146.794   2.54948
         2         1         0         3   136.105     2.589
         2         1         0         4   134.622   2.74716
         2         1         0         5   124.036   2.76389
         2         1         0         6   154.261    3.0662
         2         1         0         7   109.612   2.95226
         2         1         0         8   157.929   3.15614
         2         1         0         9   130.121   2.94171
         2         1         0        10   153.902   2.77948
         2         1         0        11   157.437   2.52068
         2         1         0        12    122.67   2.63613
         2         1         0        13   171.565   3.07555
         2         1         0        14   119.367   3.58263
         2         1         0        15   156.742   4.73989
         2         1         0        16    155.65    3.4898
         2         1         0        17    137.33   2.57612
         2         1         0        18   152.288   2.39179
         2         1         0        19   172.595   2.50565
         2         1         0        20   137.338   2.48498
         2         1         0        21   126.515    2.7788
         2         1         0        22   114.836   2.82606
         2         1         0        23    182.65   3.20609
         2         1         0        24    134.34   2.28102
         2         1         0        25   134.598   2.30825
         2         1         0        26   121.149   2.57661
         2         1         0        27   113.523     2.497
         2         1         0        28   138.377   2.40707
         2         1         0        29   113.619   2.37035
         2         1         0        30   143.056   2.42205
         2         1         0        31   118.665   2.62539
         2         1         1         0   66.7725   3.03897
         2         1         1         1   121.268   3.04204
         2         1         1         2   96.6877     2.971
         2         1         1         3   85.1137   3.10546
         2         1         1         4   123.351   3.25818
         2         1         1         5   59.2837   3.42899
         2         1         1         6   121.877   4.40433
         2         1         1         7   127.711   3.84317
         2         1         1         8    111.41   3.28771
         2         1         1         9   125.748   3.11225
         2         1         1        10   101.526   3.02021
         2         1         1        11   84.3464   2.53866
         2         1         1        12   139.106   3.05516
         2         1         1        13   87.3133   3.42581
         2         1         1        14   92.1871   3.71106
         2         1         1        15   81.8957   4.44108
         2         1         1        16   108.286   4.41396
         2         1         1        17   117.489   3.59528
         2         1         1        18   99.7437   3.42375
         2         1         1        19   126.765     3.377
         2         1         1        20   125.637   2.67517
         2         1         1        21    128.53   3.79052
         2         1         1        22   108.414   4.13432
         2         1         1        23   73.3671   3.49871
         2         1         1        24   81.7585    4.6877
         2         1         1        25   145.341   6.32629
         2         1         1        26   135.098   6.61519
         2         1         1        27   140.994   6.12932
         2         1         1        28   103.649   5.69377
         2         1         1        29    129.71   5.67171
         2         1         1        30   76.8677   5.99167
         2         1         1        31   78.6784   3.96311
         2         1         2         0   93.6022   14.6177
         2         1         2         1   76.7747   16.6715
         2         1         2         2    115.44   14.4751
         2         1         2         3   93.9089   13.3222
         2         1         2         4   96.5474    11.995
         2         1         2         5   102.112   10.6388
         2         1         2         6    137.19   16.9912
         2         1         2         7   100.054   18.5914
         2         1         2         8   106.564    27.612
         2         1         2         9   86.6517    21.611
         2         1         2        10   120.491   13.5667
         2         1         2        11   83.3958   13.2525
         2         1         2        12   92.1214   8.98274
         2         1         2        13   87.6749    12.556
         2         1         2        14   154.019   24.3559
         2         1         2        15   56.1733   16.1472
         2         1         2        16   123.171   21.1961
         2         1         2        17   78.1488   7.12186
         2         1         2        18    87.146   11.3974
         2         1         2        19   96.6973    11.584
         2         1         2        20   96.7885   8.19006
         2         1         2        21    105.09   12.6038
         2         1         2        22   120.892   1.38974
         2         1         2        23    117.26   18.2918
         2         1         2        24   94.7328   18.4855
         2         1         2        25   98.1801   12.5231
         2         1         2        26   127.534   19.1687
         2         1         2        27   124.171   10.1593
         2         1         2        28   116.953    11.797
         2         1         2        29   110.203   10.9566
         2         1         2        30   103.482   9.99224
         2         1         2        31   122.046   18.2304
         2         1         3         0   107.906   5.25634
         2         1         3         1   131.562   6.39607
         2         1         3         2   77.2651     5.666
         2         1         3         3   109.823   6.46143
         2         1         3         4   122.124   6.52586
         2         1         3         5   117.423   6.86518
         2         1         3         6   80.1997   6.51687
         2         1         3         7   83.6798   7.42714
         2         1         3         8   119.402   22.4038
         2         1         3         9   89.1707   25.3399
         2         1         3        10   105.839    14.362
         2         1         3        11   98.7801   9.85016
         2         1         3        12   124.676   7.77227
         2         1         3        13   95.6838   11.7239
         2         1         3        14   95.4442   14.0184
         2         1         3        15   93.0971   13.4544
         2         1         3        16   97.6525    11.751
         2         1         3        17   108.068   12.8898
         2         1         3        18   80.2687   9.25548
         2         1         3        19   150.221   8.69182
         2         1         3        20   114.108   5.34321
         2         1         3        21   117.002   14.7503
         2         1         3        22   115.457   22.1752
         2         1         3        23   128.668   17.9758
         2         1         3        24   165.619    13.461
         2         1         3        25   100.097   17.1177
         2         1         3        26   137.214   6.19084
         2         1         3        27   124.425   6.11454
         2         1         3        28   131.514   10.4117
         2         1         3        29   79.8475   10.3376
         2         1         3        30   99.6346   11.7288
         2         1         3        31   95.9255   9.73182
         2         1         4         0   135.783   14.0276
         2         1         4         1   158.963   18.1073
         2         1         4         2    165.38   14.9541
         2         1         4         3   123.077   12.2527
         2         1         4         4   154.539   15.3247
         2         1         4         5   130.276    10.457
         2         1         4         6   67.0876   19.8366
         2         1         4         7   148.345    18.084
         2         1         4         8   70.3359    22.931
         2         1         4         9   120.376    22.352
         2         1         4        10   112.508   18.8719
         2         1         4        11   96.0477   20.9402
         2         1         4        12   114.565   7.68421
         2         1         4        13    116.01   16.8182
         2         1         4        14   140.303   12.2151
         2         1         4        15   100.068   13.4719
         2         1         4        16   127.057   19.3982
         2         1         4        17   157.529   19.4962
         2         1         4        18   154.846   15.6488
         2         1         4        19   91.2939   11.9324
         2         1         4        20   114.115   14.2298
         2         1         4        21   123.541    13.558
         2         1         4        22   116.908   22.1299
         2         1         4        23   159.637   27.8161
         2         1         4        24   100.167   23.9762
         2         1         4        25   105.614   24.9719
         2         1         4        26   105.701   14.1679
         2         1         4        27   192.179   17.8235
         2         1         4        28   153.215   14.8127
         2         1         4        29     111.3   12.1512
         2         1         4        30   150.827   17.6839
         2         1         4        31   140.059   17.9843
         2         1         5         0   95.4139   3.00904
         2         1         5         1   134.047    3.0931
         2         1         5         2   154.921   3.49983
         2         1         5         3   104.772   3.22133
         2         1         5         4   116.957   3.26817
         2         1         5         5   102.953   3.24714
         2         1         5         6   135.149   4.71607
         2         1         5         7   148.272   4.11649
         2         1         5         8   105.154   6.79473
         2         1         5         9   128.357   6.69504
         2         1         5        10   146.549   3.73361
         2         1         5        11   112.736   2.73639
         2         1         5        12   103.044   3.12265
         2         1         5        13   112.574   4.34826
         2         1         5        14   110.446   4.41751
         2         1         5        15   160.058   4.94008
         2         1         5        16   153.775   9.89487
         2         1         5        17   142.254   9.61585
         2         1         5        18   152.065   10.3731
         2         1         5        19   99.4494   9.14872
         2         1         5        20   99.9641   19.1444
         2         1         5        21   145.368   16.0354
         2         1         5        22   148.979   19.9129
         2         1         5        23    89.897   31.9083
         2         1         5        24   100.389   13.8766
         2         1         5        25   125.484   8.72003
         2         1         5        26    125.96   6.20095
         2         1         5        27   103.958   7.63468
         2         1         5        28   96.2026   6.73072
         2         1         5        29   106.832   7.47503
         2         1         5        30   134.125   6.50121
         2         1         5        31   121.241   7.86425
         2         2         0         0   109.425   19.2491
         2         2         0         1   75.5981   12.7809
         2         2         0         2   122.028   8.18314
         2         2         0         3   98.2419   11.3636
         2         2         0         4   127.379   19.0507
         2         2         0         5   87.5283   12.1166
         2         2         0         6   120.021   15.1938
         2         2         0         7    108.18   10.9053
         2         2         0         8   98.2536   13.5904
         2         2         0         9   111.295   5.59366
         2         2         0        10   88.1707   14.8771
         2         2         0        11   115.906    8.9071
         2         2         0        12   93.7959   19.7981
         2         2         0        13   120.788   9.79966
         2         2         0        14   118.519   10.2208
         2         2         0        15   123.219   14.3974
         2         2         0        16   118.978   15.9313
         2         2         0        17    99.055   10.5171
         2         2         0        18   139.665   17.2248
         2         2         0        19   150.413   17.5844
         2         2         0        20   83.5973   18.3842
         2         2         0        21   83.6078   22.9364
         2         2         0        22   83.3712   18.8476
         2         2         0        23   95.6402    17.916
         2         2         0        24   141.775   22.2858
         2         2         0        25   74.2818    14.835
         2         2         0        26   95.7193   12.7324
         2         2         0        27   119.741    10.704
         2         2         0        28   106.808   13.8078
         2         2         0        29   148.575   27.5952
         2         2         0        30   109.087    12.157
         2         2         0        31   104.315   15.4042
         2         2         1         0   113.139   11.7596
         2         2         1         1   175.948   14.4127
         2         2         1         2   157.468   13.9569
         2         2         1         3   98.3338    10.219
         2         2         1         4   72.5058   8.39001
         2         2         1         5   113.726   4.34843
         2         2         1         6   159.706   5.09546
         2         2         1         7   82.2809   5.35404
         2         2         1         8   127.441   6.60753
         2         2         1         9   118.164   6.56152
         2         2         1        10   106.744   6.47611
         2         2         1        11   96.7847   6.29928
         2         2         1        12   119.581   6.48688
         2         2         1        13   103.129   6.35242
         2         2         1        14    114.18   6.38059
         2         2         1        15   113.541   6.45815
         2         2         1        16   174.051    6.1975
         2         2         1        17   98.2457   6.72743
         2         2         1        18   115.663   7.69319
         2         2         1        19   109.837   7.12671
         2         2         1        20    167.17   7.66248
         2         2         1        21   120.443   5.86322
         2         2         1        22   148.422   10.0058
         2         2         1        23   146.568   11.3539
         2         2         1        24   125.554   6.57973
         2         2         1        25   109.018   11.3061
         2         2         1        26   120.558   13.5993
         2         2         1        27   134.079   9.77171
         2         2         1        28   100.215   15.4201
         2         2         1        29   116.863   10.6648
         2         2         1        30   137.152   9.99411
         2         2         1        31   112.808   7.71791
         2         2         2         0    120.52   13.6171
         2         2         2         1   131.704   16.3703
         2         2         2         2   148.725   18.6874
         2         2         2         3   119.145    12.483
         2         2         2         4   78.1607   17.6133
         2         2         2         5   120.274   9.74635
         2         2         2         6   96.4991   11.1784
         2         2         2         7   117.218   21.7034
         2         2         2         8   147.493   22.8705
         2         2         2         9   91.6325   16.4034
         2         2         2        10   105.994   7.81633
         2         2         2        11   79.6591   18.5119
         2         2         2        12   113.954   11.2662
         2         2         2        13   103.027   11.0088
         2         2         2        14   141.904   13.7503
         2         2         2        15   154.377   15.3275
         2         2         2        16   57.1346   13.6599
         2         2         2        17    125.63   22.0631
         2         2         2        18   108.535   14.7943
         2         2         2        19   134.558   15.1593
         2         2         2        20    110.29   8.17867
         2         2         2        21   80.6616   18.6611
         2         2         2        22   89.0843   16.3222
         2         2         2        23   100.366   25.4392
         2         2         2        24   113.071   16.2663
         2         2         2        25   126.129   16.0877
         2         2         2        26   121.074   13.4165
         2         2         2        27   116.389   8.77012
         2         2         2        28   100.628    13.094
         2         2         2        29   93.4236   12.2791
         2         2         2        30   96.7502   13.1304
         2         2         2        31   107.317   14.8936
         2         2         3         0   80.1518   16.9072
         2         2         3         1   92.1702   8.83177
         2         2         3         2   112.995   12.9492
         2         2         3         3   95.0049   15.5012
         2         2         3         4   125.124   15.0287
         2         2         3         5   106.957   8.09984
         2         2         3         6   137.413    15.259
         2         2         3         7   67.8089   15.5142
         2         2         3         8   121.118   26.8912
         2         2         3         9   130.591   19.2757
         2         2         3        10   107.365   10.3092
         2         2         3        11   111.371   9.14565
         2         2         3        12   140.939   14.1647
         2         2         3        13   94.4459   11.6605
         2         2         3        14   152.335   18.2289
         2         2         3        15   88.2868   13.0128
         2         2         3        16   85.6156   13.7706
         2         2         3        17   124.572   16.6813
         2         2         3        18   104.199   12.9093
         2         2         3        19   84.9283   10.0182
         2         2         3        20   93.7901   7.96379
         2         2         3        21   78.4039   14.7171
         2         2         3        22   119.332   23.4514
         2         2         3        23   124.489   31.8352
         2         2         3        24   136.384   21.3541
         2         2         3        25   76.8335   12.3123
         2         2         3        26   125.036   14.1276
         2         2         3        27   112.595   16.4938
         2         2         3        28   83.5178   11.8628
         2         2         3        29   113.845   12.6791
         2         2         3        30   95.0734   9.62927
         2         2         3        31   60.9734   12.5622
         2         2         4         0   154.983   5.02082
         2         2         4         1   97.4103   7.33148
         2         2         4         2   89.0434   8.69142
         2         2         4         3   110.491   10.0983
         2         2         4         4   109.869   9.57376
         2         2         4         5   96.4439   8.82978
         2         2         4         6   122.798   6.41337
         2         2         4         7   155.743   5.85703
         2         2         4         8    152.52   8.37515
         2         2         4         9   81.8628   8.23223
         2         2         4        10   162.048    5.1896
         2         2         4        11   124.591   4.51307
         2         2         4        12   113.587    5.4474
         2         2         4        13   106.459   5.88623
         2         2         4        14   94.8067   6.54964
         2         2         4        15   82.0521   7.71813
         2         2         4        16   106.061   9.60219
         2         2         4        17    127.65   10.8075
         2         2         4        18    128.16   8.96475
         2         2         4        19   104.806   12.3847
         2         2         4        20   150.227   8.54067
         2         2         4        21   129.711   6.26287
         2         2         4        22   147.744   12.0822
         2         2         4        23    126.62   13.4336
         2         2         4        24   152.527   13.7496
         2         2         4        25   149.993   14.3603
         2         2         4        26   102.002   10.9815
         2         2         4        27   119.487   13.8292
         2         2         4        28   120.072   8.24627
         2         2         4        29   121.492   15.7122
         2         2         4        30   151.685   11.3536
         2         2         4        31   126.178    11.739
         2         2         5         0   140.938   1.22095
         2         2         5         1   144.892   17.7771
         2         2         5         2    91.439   13.4753
         2         2         5         3   158.318    19.093
         2         2         5         4   110.929   13.5171
         2         2         5         5   123.148   15.4923
         2         2         5         6   111.511   12.6816
         2         2         5         7   140.729   16.2091
         2         2         5         8   135.494   24.8293
         2         2         5         9   79.0656   18.6119
         2         2         5        10   119.667    14.664
         2         2         5        11   112.341   13.6654
         2         2         5        12   75.9675   23.7987
         2         2         5        13    90.683   15.6234
         2         2         5        14   87.2815   13.4781
         2         2         5        15    144.04   15.5763
         2         2         5        16   145.979    21.202
         2         2         5        17   107.238   14.2842
         2         2         5        18   115.053   11.6518
         2         2         5        19   99.1394   12.9345
         2         2         5        20   141.366   24.0781
         2         2         5        21   91.6415   33.6035
         2         2         5        22   106.595   44.3449
         2         2         5        23   71.3644   41.7133
         2         2         5        24   84.9187   14.0686
         2         2         5        25   109.822   12.7668
         2         2         5        26   92.8802   12.9819
         2         2         5        27   121.559   18.9983
         2         2         5        28    73.859   14.6765
         2         2         5        29   116.282   19.6584
         2         2         5        30   142.707   24.0284
         2         2         5        31   139.213   20.5044
         2         3         0         0     108.3    3.0284
         2         3         0         1   128.642   7.11594
