788	stripB	680.00	5.50	0.02
788	stripB	1350.00	3.62	0.02
788	stripB	3000.00	3.30	0.02
788	stripB	4000.00	3.22	0.02
788	stripB	5000.00	3.04	0.02
788	stripB	8000.00	6.79	0.02
788	stripB	10000.00	7.19	0.02
788	stripC	680.00	4.96	0.02
788	stripC	1350.00	3.96	0.02
788	stripC	3000.00	3.63	0.02
788	stripC	4000.00	3.44	0.02
788	stripC	5000.00	3.32	0.02
788	stripC	8000.00	5.20	0.02
788	stripC	10000.00	7.44	0.02
788	stripD	680.00	4.75	0.02
788	stripD	1350.00	3.79	0.02
788	stripD	3000.00	3.26	0.02
788	stripD	4000.00	3.20	0.02
788	stripD	5000.00	3.68	0.02
788	stripD	8000.00	7.00	0.02
788	stripD	10000.00	7.69	0.02
788	stripA	680.00	4.93	0.02
788	stripA	1350.00	3.81	0.02
788	stripA	3000.00	3.51	0.02
788	stripA	4000.00	3.43	0.02
788	stripA	5000.00	3.78	0.02
788	stripA	8000.00	6.65	0.02
788	stripA	10000.00	8.48	0.02
